FW_PT6_PID009082	0.37788
FW_PT6_PID009083	0.58039
FW_PT10_PID010685	0.76849
FW_PT10_PID010686	0.4226
FW_PT10_PID010687	2.16846
FW_PT10_PID010688	0.32738
FW_PT10_PID010689	1.85366
FW_PT10_PID010690	0.3659
FW_PT10_PID010691	0.4781999999999999
FW_PT10_PID010692	0.58038
FW_PT10_PID010693	0.8151299999999999
FW_PT10_PID010694	0.34942
FW_PT10_PID010695	0.30723
FW_PT10_PID010827	0.28148
FW_PT10_PID010828	0.6679499999999999
FW_PT10_PID010829	1.47788
FW_PT10_PID010830	0.88537
FW_PT10_PID010831	1.53714
FW_PT10_PID010832	0.4085999999999999
FW_PT10_PID010833	0.24939
FW_PT10_PID010834	1.23858
FW_PT10_PID010835	1.6209600000000002
FW_PT10_PID010836	0.4959
FW_PT10_PID010837	3.89919
FW_PT10_PID010838	0.5943099999999999
FW_PT10_PID010839	0.48905
FW_PT10_PID010840	2.48534
FW_PT10_PID010841	2.77902
FW_PT10_PID010842	6.704000000000001
FW_PT10_PID010843	2.34451
FW_PT10_PID010844	0.3563
FW_PT10_PID010845	0.31322
FW_PT10_PID010846	0.28636
FW_PT10_PID010847	0.7262200000000001
FW_PT10_PID010848	0.78755
FW_PT10_PID010849	0.6150899999999999
FW_PT10_PID010850	0.33237
FW_PT13_PID003963	0.69435
FW_PT13_PID003964	0.68916
FW_PT13_PID003965	0.64899
